created_at,created_at_seconds,full_text,id,lang,score,user
Mon Jun 04 10:00:42 +0000 2018,1528106442.0,"#love that my #podcast went live on #apple #podcasts #today #thanks to the new #people #listening about #genetics #news and #looking at #DemystifyingGenomics New #episodes fortnightly #marketing #InsightGenomica #GeneticCounseling #PodcastsIWouldListenTo 
https://t.co/u4VRjKMjWh",1003577275584012289,en,5.0,Matt Burgess
Mon Jun 04 10:00:17 +0000 2018,1528106417.0,"As always, join the #apple channel in our Slack for WWDC chatter!

https://t.co/iw4oDIBWng",1003577171162656774,en,3.0,Tech Reformation
Mon Jun 04 10:00:17 +0000 2018,1528106417.0,"Another Facebook scandal! Social network allowed #Apple, #Samsung to access user data - Zee Business https://t.co/HLxzT0r8AZ",1003577168327270400,en,1.0,Twistools
Mon Jun 04 10:00:01 +0000 2018,1528106401.0,'Leaked' photos of #Apple's #iPhoneSE2: Will the real thing finally appear at WWDC? https://t.co/Z1ytXApNmz https://t.co/gAlYb1bpuI,1003577104724705280,en,2.0,Gulf News Business
Mon Jun 04 09:59:47 +0000 2018,1528106387.0,"RT @TechnoTrickster: #WWDC18 Livestream times around the world!! Get ready to see @Apple unveil #iOS 12, #MacOS 10.14, #watchOS 5, and #tvO…",1003577044138000384,en,4.0,Hams Red Devils
Mon Jun 04 09:59:17 +0000 2018,1528106357.0,"Nasdaq's 1.2% Apple-fueled, intraday pop helps push stock index back in the black for the week #apple https://t.co/yaP2RjRbZP",1003576916731944960,en,3.0,Rik T
Mon Jun 04 09:58:48 +0000 2018,1528106328.0,#Apple of our eye: Why we're watching #WWDC closely | https://t.co/RzFUbPnQfW https://t.co/fA4RnnwLzo,1003576797152366593,en,4.0,DailyO
Mon Jun 04 09:58:29 +0000 2018,1528106309.0,"RT @JurassicApps: Safari: Evolution TV - Apple tvOS 
Visit iTunes now to download for ❗️FREE❗️
Click/Copy below link for ❗️FREE❗️ download:…",1003576715057254402,en,4.0,brady
Mon Jun 04 09:58:21 +0000 2018,1528106301.0,"RT @NorbertElekes: Valuation, May 2018 (billions)

@Apple: $921
@Amazon: $788
@Microsoft: $760
@Google: $741
@Facebook: $543

Total: $3.75…",1003576681473462272,en,3.0,Obaid Alzaabi
Mon Jun 04 09:57:40 +0000 2018,1528106260.0,"#Apple looks to win #round sceptics at #Worldwide #Developers #Conference
#technologies #SkillsForLife #beauty #awesome #pictures https://t.co/xHdYANqTCX",1003576511524270081,en,5.0,Darsameen💻🇦🇫
Mon Jun 04 09:57:27 +0000 2018,1528106247.0,"RT @Letitbrew1: #MondayMotivation ""Given enough #coffee, I could rule the #world...""

#Tea #Travel #Photography #Food #Sandwich #NotJustLak…",1003576457069826054,en,4.0,Chris J Coates
Mon Jun 04 09:57:24 +0000 2018,1528106244.0,"RT @JurassicApps: Safari: Evolution TV - Apple tvOS 
Visit iTunes now to download for ❗️FREE❗️
Click/Copy below link for ❗️FREE❗️ download:…",1003576443656269824,en,4.0,Let Yo
Mon Jun 04 09:56:36 +0000 2018,1528106196.0,Win a MacBook Pro with Republic Lab's @republic_lab MacBook Pro giveaway - https://t.co/PcX8iycMK5 … #apple #macbook #iphone #giveaway,1003576242996572160,en,5.0,Vanamvaibhavkumar
Mon Jun 04 09:56:15 +0000 2018,1528106175.0,"It's #WWDC today! Will you be watching?

If you've got an iPhone that you want repaired, you know who to call. It's what we do best.

#iPhone #Apple #Tech #Samsung",1003576156656893953,en,4.0,iFix
Mon Jun 04 09:56:05 +0000 2018,1528106165.0,RT @Lewis_Fields: iPhone X will be here tomorrow 💪 #happy #apple #iphonex,1003576112658731008,en,5.0,GreatMarkt
Mon Jun 04 09:55:35 +0000 2018,1528106135.0,"RT @nileshukey: #Apple’s #WWDC2018: Here’s what to expect https://t.co/HL88lFNAET
via: @TheNextWeb 

#iOS12 #iPhoneSE2 #AirPower #AirPods #…",1003575987508924418,en,3.0,ashutosh_nirwan
Mon Jun 04 09:55:21 +0000 2018,1528106121.0,iOS 11.4 is already rolling out with iCloud Messages. So they say. ;) #apple #wwdc,1003575928226746368,en,4.0,Zeno Davatz
Mon Jun 04 09:55:06 +0000 2018,1528106106.0,RT @Slashleaks: #Apple - #MacbookPro - 15-inch MacBook Pro (2018) gets benchmarked with Intel Core i7-8750H and 32GB RAM https://t.co/0cfP3…,1003575865551278080,en,3.0,Emanuele Uricchio
Mon Jun 04 09:54:47 +0000 2018,1528106087.0,"RT @NorbertElekes: Valuation, May 2018 (billions)

@Apple: $921
@Amazon: $788
@Microsoft: $760
@Google: $741
@Facebook: $543

Total: $3.75…",1003575784966156288,en,3.0,yasser khoshaim
Mon Jun 04 09:53:47 +0000 2018,1528106027.0,"RT @TechnoTrickster: #WWDC18 Livestream times around the world!! Get ready to see @Apple unveil #iOS 12, #MacOS 10.14, #watchOS 5, and #tvO…",1003575535002374144,en,4.0,GridLink
Mon Jun 04 09:53:38 +0000 2018,1528106018.0,iPhone X will be here tomorrow 💪 #happy #apple #iphonex,1003575495118807046,en,4.0,Lewis Fields
Mon Jun 04 09:53:21 +0000 2018,1528106001.0,Apple WWDC 2018 &amp;#8211; What to expect this time #Apple #WWDC2018 https://t.co/Nsb3eDFxFv,1003575425992290304,en,3.0,techiexpert
Mon Jun 04 09:50:54 +0000 2018,1528105854.0,"Today’s the day! Fingers crossed for a full screen iPhone SE 2 (with decent camera) to be announced at #WWDC18! 

#apple #appleevent #iPhoneSE2 https://t.co/vE9FDmopnO",1003574806820859904,en,5.0,Ross Bishop
Mon Jun 04 09:50:41 +0000 2018,1528105841.0,The power of #Apple is real! 😎 https://t.co/dqdilVX5am,1003574755809783808,en,5.0,Andrew Klubnikin
Mon Jun 04 09:50:35 +0000 2018,1528105835.0,"#Apple: #IphoneX, Record Profits And A Much Higher Stock Price - Seeking Alpha https://t.co/Cm8zfFNPCU",1003574729092096005,en,5.0,Twistools
Mon Jun 04 09:50:01 +0000 2018,1528105801.0,#android #Samsung #Apple Metallic Phone Case https://t.co/MpwnIJZXUp https://t.co/y2nqCyhbyE,1003574587924377600,en,3.0,Glamour Cases
Mon Jun 04 09:49:12 +0000 2018,1528105752.0,"RT @nileshukey: #Apple’s #WWDC2018: Here’s what to expect https://t.co/HL88lFNAET
via: @TheNextWeb 

#iOS12 #iPhoneSE2 #AirPower #AirPods #…",1003574379555348480,en,3.0,Tim Fox
Mon Jun 04 09:48:48 +0000 2018,1528105728.0,"Report: Facebook gave Apple, Samsung broad access to user data
https://t.co/v1rrAncuhg
#apple #Blackberry #data #datasharing #facebook #gear #internet #NewYorkTimes #privacy #Samsung #security #tripontech @TriponTech https://t.co/UNLnIcPyCk",1003574280364277760,en,2.0,Trip on Tech
Mon Jun 04 09:48:34 +0000 2018,1528105714.0,RT @arthr: Will there be a multi-core/32gb ram MacBook Pro announcement today.. 🤞 #apple #wwdc https://t.co/pBnfn85Bor,1003574219941216256,en,4.0,Tay Falcone
Mon Jun 04 09:48:03 +0000 2018,1528105683.0,"Apple Music webplayer and API appear to be in the works, accessible now https://t.co/8YSKllLQT9 #apple #applemusic #music https://t.co/kEAloXYxvx",1003574090135896066,en,3.0,Neowin
Mon Jun 04 09:47:37 +0000 2018,1528105657.0,RT @iOSBetaReleases: The BIG day!! #Apple #WWDC18,1003573982812139521,en,5.0,Riccardo Quartarone
Mon Jun 04 09:46:56 +0000 2018,1528105616.0,"✪ WWDC 2018: How to Watch #Apple's Keynote on Monday, June 4 https://t.co/XDp4NgnoDo [w]",1003573809276846080,en,3.0,@jondcarroll
Mon Jun 04 09:44:16 +0000 2018,1528105456.0,"The change to the #NFC chip could lead to people using #iPhones for other #security-sensitive activities, such as paying transit fares and opening car doors. You won't see #Bluetooth used at #Apple headquarters. #MobileSecurity #infosec #cybersecurity
https://t.co/aq8puuNX1e",1003573139832557568,en,1.0,Damian Zelek
Mon Jun 04 09:43:50 +0000 2018,1528105430.0,"RT @PCPlanetNigeria: Let's begin the day with a positive thought because it's a fresh start, have a great day. Call:08140000114 or visit  h…",1003573031032295424,en,5.0,iDesign
Mon Jun 04 09:43:37 +0000 2018,1528105417.0,"RT @the_best_offer: 17% OFF #sale #save #apple #iWatch #smartwatch @amazon @apple Apple Watch Series 3 42mm Smartwatch (GPS Only, Gold Alum…",1003572976757772288,en,3.0,RAKESH UPADHYAY
Mon Jun 04 09:43:27 +0000 2018,1528105407.0,"It's time to begin the self-driving car battle #Tesla, #Amazon, #Apple, #Waymo, #GM, #Ford
https://t.co/tl0mTmqMz4
@evankirstel @MikeQuindazzi @kuriharan @AnjaHoffmann @debashis_dutta @guzmand @Ronald_vanLoon  @jblefevre60
#AI  #MachineLearning #SelfDrivingCars #connectedcar #5G",1003572933678321667,en,4.0,NIX Solutions
Mon Jun 04 09:42:48 +0000 2018,1528105368.0,"RT @NorbertElekes: Valuation, May 2018 (billions)

@Apple: $921
@Amazon: $788
@Microsoft: $760
@Google: $741
@Facebook: $543

Total: $3.75…",1003572768628240384,en,3.0,Ishaq Maji
Mon Jun 04 09:42:17 +0000 2018,1528105337.0,👀 I love the #Apple keynote. https://t.co/3X69fd8Dko,1003572640802631680,en,5.0,Online Design
Mon Jun 04 09:42:11 +0000 2018,1528105331.0,"According to reports in the USA, #Volkswagen and #Apple are set to team up on the development of driverless electric #vans https://t.co/IhoqumX1QQ https://t.co/6qlV1CtnuG",1003572616773492736,en,3.0,VanMan
Mon Jun 04 09:41:58 +0000 2018,1528105318.0,"#Apple security updates, #iOS and #macOS now support Messages in iCloud https://t.co/qNLnBJsEEB https://t.co/ZoHkWzqGU1",1003572560162742272,en,3.0,SofiaITC
Mon Jun 04 09:41:55 +0000 2018,1528105315.0,"RT @BGRIndia: #WWDC2018: #Apple to introduce shared AR platform, while also addressing privacy concerns https://t.co/Vux5rQPRNZ https://t.c…",1003572547210932225,en,3.0,Anil Zuitshi
Mon Jun 04 09:40:45 +0000 2018,1528105245.0,"still few more hours left for the #WWDC2018 , Fingers Crossed . @Apple we need something new from the #Apple Line up with out no bugs .",1003572253940830209,en,2.0,manoj prabakaran p
Mon Jun 04 09:40:05 +0000 2018,1528105205.0,A phenomenal novel that will keep you on the edge of your seat. DEVILS MOVE #rt  #apple #tech #art #mystery https://t.co/HM5ydv8kVt,1003572087938797568,en,5.0,Leslie Wolfe
Mon Jun 04 09:40:00 +0000 2018,1528105200.0,"Hope iOS 12 will be great... few hours left.
#WWDC18 #Apple #iOS12 https://t.co/izqx6xSZeE",1003572063645327360,en,2.0,आवारा
Mon Jun 04 09:39:37 +0000 2018,1528105177.0,Time to set 15 alarms to ensure I wake up 🚨 #WWDC18 #Apple https://t.co/djLDeMFTUW,1003571968887738368,en,4.0,Jordan
Mon Jun 04 09:39:11 +0000 2018,1528105151.0,"RT @TechnoTrickster: #WWDC18 Livestream times around the world!! Get ready to see @Apple unveil #iOS 12, #MacOS 10.14, #watchOS 5, and #tvO…",1003571859630252032,en,4.0,Steve Serigado
Mon Jun 04 09:39:03 +0000 2018,1528105143.0,"RT @NorbertElekes: Valuation, May 2018 (billions)

@Apple: $921
@Amazon: $788
@Microsoft: $760
@Google: $741
@Facebook: $543

Total: $3.75…",1003571828202274817,en,3.0,Norbert Elekes
Mon Jun 04 09:38:41 +0000 2018,1528105121.0,"Let's begin the day with a positive thought because it's a fresh start, have a great day. Call:08140000114 or visit  https://t.co/q9MWFXVPsC for the best deals ever #pcplanetnigeria  #phone #laptop #printer #apple #freetechsupport #samsung  #infinix #tecno #iphone #onlinestore https://t.co/FadoRd2rLH",1003571734107316224,en,4.0,PCPlanet.com
Mon Jun 04 09:38:16 +0000 2018,1528105096.0,#apple #tips: MacBook Pro 2018 met 6 cores en 32GB RAM gespot https://t.co/2p8gZajdzA https://t.co/IHBZBXB24Y #icloudi https://t.co/RymsGWFUvo,1003571630600347648,en,3.0,iCloudi and More
Mon Jun 04 09:37:14 +0000 2018,1528105034.0,"After @CambridgeAnalytica, #Facebook said it had long ago closed off the  kind of broad data-sharing Cambridge used to get users' personal  information. But #Apple, #Samsung, &amp; dozens of other manufacturers kept their  access. https://t.co/1sUOGSpsY1 @analysisnytimes",1003571367470600193,en,2.0,AnalysisNyTimes
Mon Jun 04 09:37:13 +0000 2018,1528105033.0,"RT @mudasobwa: I thought I would never say that, but yes, out of 4 giants, Microsoft is the most trustworthy, honest, and decent company no…",1003571366946275328,en,4.0,Maik
Mon Jun 04 09:36:19 +0000 2018,1528104979.0,"#Apple’s #WWDC2018: Here’s what to expect https://t.co/HL88lFNAET
via: @TheNextWeb 

#iOS12 #iPhoneSE2 #AirPower #AirPods #WirelessCharging
#NFC #macOS #WWDC #MobileApp #AppDeveloper #iOSDeveloper 
@NickelfoxStudio https://t.co/1jBliTrlH3",1003571140084654081,en,3.0,Nilesh Ukey
Mon Jun 04 09:35:56 +0000 2018,1528104956.0,"RT @Letitbrew1: #MondayMotivation ""Given enough #coffee, I could rule the #world...""

#Tea #Travel #Photography #Food #Sandwich #NotJustLak…",1003571041522933760,en,4.0,Let it Brew ☕️ Glenridding
Mon Jun 04 09:35:44 +0000 2018,1528104944.0,RT @ReutersLegal: Federal Circuit revives touchscreen patent infringement suit against #Apple https://t.co/DKfTv8olmQ @bgrz ($) https://t.c…,1003570992202035200,en,2.0,"Arno Smits, PhD"
Mon Jun 04 09:35:30 +0000 2018,1528104930.0,"#WWDC2018: #Apple to introduce shared AR platform, while also addressing privacy concerns",1003570934106636288,en,3.0,prashanth
Mon Jun 04 09:35:27 +0000 2018,1528104927.0,"erratic internet connection in #jammu as my devices are also in a mischief mode.

iPad refuses to connect on the home WiFi - anyone knows why? 

#apple",1003570919292297216,en,1.0,Shalini Baisiwala ☘
Mon Jun 04 09:35:04 +0000 2018,1528104904.0,"RT @Letitbrew1: #MondayMotivation ""Given enough #coffee, I could rule the #world...""

#Tea #Travel #Photography #Food #Sandwich #NotJustLak…",1003570822781562880,en,4.0,🐑 Lady Sprout Shoes 🐏
Mon Jun 04 09:35:03 +0000 2018,1528104903.0,"The new Mac Avatar
#mac #apple #ios #android #darkknight #darkforces #appdevelopers #appdevelopment #mobileapps #mobileapplications #technology #technologyiwanttosee

https://t.co/rtQSw4lwub",1003570819312779264,en,3.0,BrainMobi
Mon Jun 04 09:34:32 +0000 2018,1528104872.0,"When Tim Cook claimed using personal data wasn't part of Apple's business model, was he lying?
#privacy #Facebook #Apple
Facebook Gave Device Makers Deep Access to Data on Users and Friends https://t.co/SDw4jXgnlG",1003570689348075520,en,1.0,Taftone
Mon Jun 04 09:34:13 +0000 2018,1528104853.0,#IOS #Apple N26 now has 1 million customers: You don't sign up to a bank account every .. https://t.co/8UEmCKwvrw https://t.co/QSK7NJva6C,1003570610646155264,en,3.0,Richard Bejah CFP®
Mon Jun 04 09:34:00 +0000 2018,1528104840.0,RT @creativebloke: Want to know what I think about the @apple #iMacpro and what I want to see at #WWDC to make it better - well I have a vi…,1003570555080069120,en,4.0,Pierre Courtejoie
Mon Jun 04 09:33:46 +0000 2018,1528104826.0,"#WWDC2018: #Apple to introduce shared AR platform, while also addressing privacy concerns https://t.co/Vux5rQPRNZ https://t.co/MYlfAkEubI",1003570497974652929,en,3.0,BGR India
Mon Jun 04 09:33:00 +0000 2018,1528104780.0,"Heading to the Apple Worldwide Developers Conference? Find out where to stay, eat and drink in San Jose. #Apple #WWDC18
https://t.co/uOcx6gNfdA",1003570303082139648,en,3.0,Verdict
Mon Jun 04 09:30:58 +0000 2018,1528104658.0,RT @iphonexblog: Celebrities Read Mean Tweets #2 #apple #iphonex #iphone #appstore #applemusic https://t.co/Pajqrz0Jhd,1003569790299070464,en,3.0,People Against Kmart
Mon Jun 04 09:30:21 +0000 2018,1528104621.0,"Telegram CEO thanks Apple for allowing it to ship first app update since March: https://t.co/eBOZiemfWU by @michaelpotuck

#Telegram #Apple #iOS #iPhone #AppStore https://t.co/qwFMIkwF74",1003569637093793793,en,4.0,Bison Grid
Mon Jun 04 09:30:18 +0000 2018,1528104618.0,5 Stars from me!  THE BACKUP ASSET #rt  #SocialMedia #kindle #apple #pop #life #mystery #WolfeNovels https://t.co/f0TKkeIoDJ,1003569626066939904,en,5.0,Leslie Wolfe
Mon Jun 04 09:30:09 +0000 2018,1528104609.0,"***10% Off June iPhone 8 Repairs***

We are experts in #Apple device repairs. Whatever your issue please call into our repair centre today and we will endeavour to repair while you wait. https://t.co/cAfnXfJdpW https://t.co/1HyUz4X9Fs https://t.co/JhUvfiT8bL",1003569587902873600,en,4.0,The Gadget Clinic
Mon Jun 04 09:29:05 +0000 2018,1528104545.0,One in five EU consumers have shopped via an assistant like Amazon's Alexa https://t.co/HZZ3Y86uZH #apple,1003569316787380224,en,3.0,London App Works
Mon Jun 04 09:28:46 +0000 2018,1528104526.0,🌹🌹🌹🌹I give these flowers to #Apple 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹 https://t.co/BSf2CplP6V,1003569239561789440,en,5.0,The Persian Gulf
Mon Jun 04 09:28:33 +0000 2018,1528104513.0,Report: Apple to tighten control on supply chain procurement…  - https://t.co/BVYY1hwIJh #tech #apple #gadgets #internet #ff #rt #follow,1003569183274106880,en,2.0,ElectroGeek
Mon Jun 04 09:27:50 +0000 2018,1528104470.0,"#Apple #WWDC2018, it’s not all about the gadgets instead there will be more software and services to look for. #AppleNewSoftware #AppleNewServices https://t.co/Ohia5kKouC",1003569004529586176,en,3.0,Omnie Solutions
Mon Jun 04 09:25:55 +0000 2018,1528104355.0,"Friends :How much do you love your bf?

Me: love him enough to have the patience to fix his keyboard.

#macbook #apple #fix #keyboard https://t.co/Rrg6OR4H8D",1003568520238518272,en,4.0,cs
Mon Jun 04 09:25:22 +0000 2018,1528104322.0,"#Apple security updates, #iOS and #macOS now support Messages in iCloud https://t.co/VrIRebOxZt https://t.co/4ZWkt6prMv",1003568383126695936,en,3.0,Sunny Hoi
Mon Jun 04 09:25:21 +0000 2018,1528104321.0,"#Apple security updates, #iOS and #macOS now support Messages in iCloud https://t.co/yipCI988QW https://t.co/ot4oZ8ChSB",1003568379326709760,en,3.0,Eric Vanderburg
